"State","Season","Week ending date","Age Category","Sex","Race","Rate","Cumulative Rate","Type"
"Minnesota","2021-22","2021-11-13","≥18 years (Adults)","All","White, non-Hispanic","0.1","0.9","Crude Rate"
"Minnesota","2021-22","2021-11-20","≥18 years (Adults)","All","White, non-Hispanic","0.2","1.1","Crude Rate"
"Minnesota","2021-22","2021-11-27","≥18 years (Adults)","All","White, non-Hispanic","0.1","1.2","Crude Rate"
"Minnesota","2021-22","2021-12-04","≥18 years (Adults)","All","White, non-Hispanic","0.3","1.4","Crude Rate"
"Minnesota","2021-22","2021-12-11","≥18 years (Adults)","All","White, non-Hispanic","0.2","1.7","Crude Rate"
"Minnesota","2021-22","2021-12-18","≥18 years (Adults)","All","White, non-Hispanic","0.2","1.9","Crude Rate"
"Minnesota","2021-22","2021-12-25","≥18 years (Adults)","All","White, non-Hispanic","0.1","1.9","Crude Rate"
"Minnesota","2021-22","2022-01-01","≥18 years (Adults)","All","White, non-Hispanic","0.2","2.1","Crude Rate"
"Minnesota","2021-22","2022-01-08","≥18 years (Adults)","All","White, non-Hispanic","0.2","2.3","Crude Rate"
"Minnesota","2021-22","2022-01-15","≥18 years (Adults)","All","White, non-Hispanic","0.2","2.5","Crude Rate"
"Minnesota","2021-22","2022-01-22","≥18 years (Adults)","All","White, non-Hispanic","0.3","2.8","Crude Rate"
"Minnesota","2021-22","2022-01-29","≥18 years (Adults)","All","White, non-Hispanic","0.1","2.9","Crude Rate"
"Minnesota","2021-22","2022-02-05","≥18 years (Adults)","All","White, non-Hispanic","0.1","3.0","Crude Rate"
"Minnesota","2021-22","2022-02-12","≥18 years (Adults)","All","White, non-Hispanic","0.0","3.0","Crude Rate"
"Minnesota","2021-22","2022-02-19","≥18 years (Adults)","All","White, non-Hispanic","0.1","3.1","Crude Rate"
"Minnesota","2021-22","2022-02-26","≥18 years (Adults)","All","White, non-Hispanic","0.1","3.1","Crude Rate"
"Minnesota","2021-22","2022-03-05","≥18 years (Adults)","All","White, non-Hispanic","0.0","3.1","Crude Rate"
"Minnesota","2021-22","2022-03-12","≥18 years (Adults)","All","White, non-Hispanic","0.1","3.2","Crude Rate"
"Minnesota","2021-22","2022-03-19","≥18 years (Adults)","All","White, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-03-26","≥18 years (Adults)","All","White, non-Hispanic","0.2","3.4","Crude Rate"
"Minnesota","2021-22","2022-04-02","≥18 years (Adults)","All","White, non-Hispanic","0.2","3.6","Crude Rate"
"Minnesota","2021-22","2022-04-09","≥18 years (Adults)","All","White, non-Hispanic","0.1","3.6","Crude Rate"
"Minnesota","2021-22","2022-04-16","≥18 years (Adults)","All","White, non-Hispanic","0.2","3.9","Crude Rate"
"Minnesota","2021-22","2022-04-23","≥18 years (Adults)","All","White, non-Hispanic","0.2","4.0","Crude Rate"
"Minnesota","2021-22","2022-04-30","≥18 years (Adults)","All","White, non-Hispanic","0.2","4.2","Crude Rate"
"Minnesota","2021-22","2022-05-07","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.3","Crude Rate"
"Minnesota","2021-22","2022-05-14","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.5","Crude Rate"
"Minnesota","2021-22","2022-05-21","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.5","Crude Rate"
"Minnesota","2021-22","2022-05-28","≥18 years (Adults)","All","White, non-Hispanic","0.0","4.5","Crude Rate"
"Minnesota","2021-22","2022-06-04","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.6","Crude Rate"
"Minnesota","2021-22","2022-06-11","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.7","Crude Rate"
"Minnesota","2021-22","2022-06-18","≥18 years (Adults)","All","White, non-Hispanic","0.0","4.7","Crude Rate"
"Minnesota","2021-22","2022-06-25","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.8","Crude Rate"
"Minnesota","2021-22","2022-07-02","≥18 years (Adults)","All","White, non-Hispanic","0.1","4.8","Crude Rate"
"Minnesota","2021-22","2022-07-09","≥18 years (Adults)","All","White, non-Hispanic","0.1","5.0","Crude Rate"
"Minnesota","2021-22","2022-07-16","≥18 years (Adults)","All","White, non-Hispanic","0.1","5.1","Crude Rate"
"Minnesota","2021-22","2022-07-23","≥18 years (Adults)","All","White, non-Hispanic","0.0","5.1","Crude Rate"
"Minnesota","2021-22","2022-07-30","≥18 years (Adults)","All","White, non-Hispanic","0.1","5.1","Crude Rate"
"Minnesota","2021-22","2022-08-06","≥18 years (Adults)","All","White, non-Hispanic","0.0","5.1","Crude Rate"
"Minnesota","2021-22","2022-08-13","≥18 years (Adults)","All","White, non-Hispanic","0.0","5.1","Crude Rate"
"Minnesota","2021-22","2022-08-20","≥18 years (Adults)","All","White, non-Hispanic","0.1","5.2","Crude Rate"
"Minnesota","2021-22","2022-08-27","≥18 years (Adults)","All","White, non-Hispanic","0.0","5.2","Crude Rate"
"Minnesota","2021-22","2022-09-03","≥18 years (Adults)","All","White, non-Hispanic","0.0","5.2","Crude Rate"
"Minnesota","2021-22","2022-09-10","≥18 years (Adults)","All","White, non-Hispanic","0.0","5.2","Crude Rate"
"Minnesota","2021-22","2022-09-17","≥18 years (Adults)","All","White, non-Hispanic","0.2","5.3","Crude Rate"
"Minnesota","2021-22","2022-09-24","≥18 years (Adults)","All","White, non-Hispanic","0.1","5.4","Crude Rate"
"Minnesota","2021-22","2022-10-01","≥18 years (Adults)","All","White, non-Hispanic","0.2","5.6","Crude Rate"
"Minnesota","2021-22","2021-10-09","≥18 years (Adults)","All","Black, non-Hispanic","0.4","0.4","Crude Rate"
"Minnesota","2021-22","2021-10-16","≥18 years (Adults)","All","Black, non-Hispanic","0.0","0.4","Crude Rate"
"Minnesota","2021-22","2021-10-23","≥18 years (Adults)","All","Black, non-Hispanic","0.4","0.9","Crude Rate"
"Minnesota","2021-22","2021-10-30","≥18 years (Adults)","All","Black, non-Hispanic","0.4","1.3","Crude Rate"
"Minnesota","2021-22","2021-11-06","≥18 years (Adults)","All","Black, non-Hispanic","0.4","1.8","Crude Rate"
"Minnesota","2021-22","2021-11-13","≥18 years (Adults)","All","Black, non-Hispanic","0.4","2.2","Crude Rate"
"Minnesota","2021-22","2021-11-20","≥18 years (Adults)","All","Black, non-Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2021-11-27","≥18 years (Adults)","All","Black, non-Hispanic","0.4","2.7","Crude Rate"
"Minnesota","2021-22","2021-12-04","≥18 years (Adults)","All","Black, non-Hispanic","0.0","2.7","Crude Rate"
"Minnesota","2021-22","2021-12-11","≥18 years (Adults)","All","Black, non-Hispanic","0.4","3.1","Crude Rate"
"Minnesota","2021-22","2021-12-18","≥18 years (Adults)","All","Black, non-Hispanic","0.4","3.6","Crude Rate"
"Minnesota","2021-22","2021-12-25","≥18 years (Adults)","All","Black, non-Hispanic","0.0","3.6","Crude Rate"
"Minnesota","2021-22","2022-01-01","≥18 years (Adults)","All","Black, non-Hispanic","0.0","3.6","Crude Rate"
"Minnesota","2021-22","2022-01-08","≥18 years (Adults)","All","Black, non-Hispanic","0.0","3.6","Crude Rate"
"Minnesota","2021-22","2022-01-15","≥18 years (Adults)","All","Black, non-Hispanic","0.0","3.6","Crude Rate"
"Minnesota","2021-22","2022-01-22","≥18 years (Adults)","All","Black, non-Hispanic","0.9","4.5","Crude Rate"
"Minnesota","2021-22","2022-01-29","≥18 years (Adults)","All","Black, non-Hispanic","0.4","4.9","Crude Rate"
"Minnesota","2021-22","2022-02-05","≥18 years (Adults)","All","Black, non-Hispanic","0.0","4.9","Crude Rate"
"Minnesota","2021-22","2022-02-12","≥18 years (Adults)","All","Black, non-Hispanic","0.0","4.9","Crude Rate"
"Minnesota","2021-22","2022-02-19","≥18 years (Adults)","All","Black, non-Hispanic","0.0","4.9","Crude Rate"
"Minnesota","2021-22","2022-02-26","≥18 years (Adults)","All","Black, non-Hispanic","0.4","5.4","Crude Rate"
"Minnesota","2021-22","2022-03-05","≥18 years (Adults)","All","Black, non-Hispanic","0.0","5.4","Crude Rate"
"Minnesota","2021-22","2022-03-12","≥18 years (Adults)","All","Black, non-Hispanic","0.4","5.8","Crude Rate"
"Minnesota","2021-22","2022-03-19","≥18 years (Adults)","All","Black, non-Hispanic","0.4","6.3","Crude Rate"
"Minnesota","2021-22","2022-03-26","≥18 years (Adults)","All","Black, non-Hispanic","0.0","6.3","Crude Rate"
"Minnesota","2021-22","2022-04-02","≥18 years (Adults)","All","Black, non-Hispanic","0.0","6.3","Crude Rate"
"Minnesota","2021-22","2022-04-09","≥18 years (Adults)","All","Black, non-Hispanic","0.0","6.3","Crude Rate"
"Minnesota","2021-22","2022-04-16","≥18 years (Adults)","All","Black, non-Hispanic","0.4","6.7","Crude Rate"
"Minnesota","2021-22","2022-04-23","≥18 years (Adults)","All","Black, non-Hispanic","0.4","7.2","Crude Rate"
"Minnesota","2021-22","2022-04-30","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-05-07","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-05-14","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-05-21","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-05-28","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-06-04","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-06-11","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-06-18","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.2","Crude Rate"
"Minnesota","2021-22","2022-06-25","≥18 years (Adults)","All","Black, non-Hispanic","0.4","7.6","Crude Rate"
"Minnesota","2021-22","2022-07-02","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-07-09","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-07-16","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-07-23","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-07-30","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-08-06","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-08-13","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-08-20","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-08-27","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-09-03","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-09-10","≥18 years (Adults)","All","Black, non-Hispanic","0.0","7.6","Crude Rate"
"Minnesota","2021-22","2022-09-17","≥18 years (Adults)","All","Black, non-Hispanic","0.9","8.5","Crude Rate"
"Minnesota","2021-22","2022-09-24","≥18 years (Adults)","All","Black, non-Hispanic","0.0","8.5","Crude Rate"
"Minnesota","2021-22","2022-10-01","≥18 years (Adults)","All","Black, non-Hispanic","0.0","8.5","Crude Rate"
"Minnesota","2021-22","2021-10-09","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-10-16","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-10-23","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-10-30","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-06","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-13","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-20","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-27","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-12-04","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-12-11","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-12-18","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-12-25","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2022-01-01","≥18 years (Adults)","All","AI/AN, non-Hispanic","7.4","7.4","Crude Rate"
"Minnesota","2021-22","2022-01-08","≥18 years (Adults)","All","AI/AN, non-Hispanic","14.8","22.3","Crude Rate"
"Minnesota","2021-22","2022-01-15","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-01-22","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-01-29","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-02-05","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-02-12","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-02-19","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-02-26","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-03-05","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-03-12","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-03-19","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-03-26","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-04-02","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-04-09","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-04-16","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-04-23","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","22.3","Crude Rate"
"Minnesota","2021-22","2022-04-30","≥18 years (Adults)","All","AI/AN, non-Hispanic","7.4","29.7","Crude Rate"
"Minnesota","2021-22","2022-05-07","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-05-14","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-05-21","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-05-28","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-06-04","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-06-11","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-06-18","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-06-25","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-07-02","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-07-09","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-07-16","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-07-23","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-07-30","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-08-06","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-08-13","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-08-20","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-08-27","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-09-03","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-09-10","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-09-17","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-09-24","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2022-10-01","≥18 years (Adults)","All","AI/AN, non-Hispanic","0.0","29.7","Crude Rate"
"Minnesota","2021-22","2021-10-09","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","0.5","Crude Rate"
"Minnesota","2021-22","2021-10-16","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","0.5","Crude Rate"
"Minnesota","2021-22","2021-10-23","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","0.5","Crude Rate"
"Minnesota","2021-22","2021-10-30","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","0.5","Crude Rate"
"Minnesota","2021-22","2021-11-06","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","1.1","Crude Rate"
"Minnesota","2021-22","2021-11-13","≥18 years (Adults)","All","A/PI, non-Hispanic","1.6","2.7","Crude Rate"
"Minnesota","2021-22","2021-11-20","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","2.7","Crude Rate"
"Minnesota","2021-22","2021-11-27","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","2.7","Crude Rate"
"Minnesota","2021-22","2021-12-04","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","3.2","Crude Rate"
"Minnesota","2021-22","2021-12-11","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2021-12-18","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2021-12-25","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-01-01","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-01-08","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-01-15","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-01-22","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-01-29","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-02-05","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-02-12","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-02-19","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-02-26","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-03-05","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-03-12","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-03-19","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-03-26","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-04-02","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-04-09","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-04-16","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-04-23","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-04-30","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-05-07","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-05-14","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-05-21","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-05-28","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-06-04","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-06-11","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-06-18","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-06-25","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-07-02","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.2","Crude Rate"
"Minnesota","2021-22","2022-07-09","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","3.8","Crude Rate"
"Minnesota","2021-22","2022-07-16","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.8","Crude Rate"
"Minnesota","2021-22","2022-07-23","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.8","Crude Rate"
"Minnesota","2021-22","2022-07-30","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.8","Crude Rate"
"Minnesota","2021-22","2022-08-06","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.8","Crude Rate"
"Minnesota","2021-22","2022-08-13","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.8","Crude Rate"
"Minnesota","2021-22","2022-08-20","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","3.8","Crude Rate"
"Minnesota","2021-22","2022-08-27","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","4.3","Crude Rate"
"Minnesota","2021-22","2022-09-03","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","4.3","Crude Rate"
"Minnesota","2021-22","2022-09-10","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","4.8","Crude Rate"
"Minnesota","2021-22","2022-09-17","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","4.8","Crude Rate"
"Minnesota","2021-22","2022-09-24","≥18 years (Adults)","All","A/PI, non-Hispanic","0.0","4.8","Crude Rate"
"Minnesota","2021-22","2022-10-01","≥18 years (Adults)","All","A/PI, non-Hispanic","0.5","5.4","Crude Rate"
"Minnesota","2021-22","2021-10-09","≥18 years (Adults)","All","Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-10-16","≥18 years (Adults)","All","Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-10-23","≥18 years (Adults)","All","Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-10-30","≥18 years (Adults)","All","Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-06","≥18 years (Adults)","All","Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-13","≥18 years (Adults)","All","Hispanic","0.0","0.0","Crude Rate"
"Minnesota","2021-22","2021-11-20","≥18 years (Adults)","All","Hispanic","0.7","0.7","Crude Rate"
"Minnesota","2021-22","2021-11-27","≥18 years (Adults)","All","Hispanic","0.7","1.5","Crude Rate"
"Minnesota","2021-22","2021-12-04","≥18 years (Adults)","All","Hispanic","0.0","1.5","Crude Rate"
"Minnesota","2021-22","2021-12-11","≥18 years (Adults)","All","Hispanic","0.0","1.5","Crude Rate"
"Minnesota","2021-22","2021-12-18","≥18 years (Adults)","All","Hispanic","0.0","1.5","Crude Rate"
"Minnesota","2021-22","2021-12-25","≥18 years (Adults)","All","Hispanic","0.0","1.5","Crude Rate"
"Minnesota","2021-22","2022-01-01","≥18 years (Adults)","All","Hispanic","0.7","2.2","Crude Rate"
"Minnesota","2021-22","2022-01-08","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-01-15","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-01-22","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-01-29","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-02-05","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-02-12","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-02-19","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-02-26","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-03-05","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-03-12","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-03-19","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-03-26","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-04-02","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-04-09","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-04-16","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-04-23","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-04-30","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-05-07","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
"Minnesota","2021-22","2022-05-14","≥18 years (Adults)","All","Hispanic","0.0","2.2","Crude Rate"
