"State","Season","Week ending date","Age Category","Sex","Race","Rate Type","Weekly Rate","Cumulative Rate"
"MD","2020-21","2021-01-23","1-4 years","All","All","Observed","1.4","13.8"
"MD","2020-21","2021-01-16","1-4 years","All","All","Observed","1.0","12.4"
"MD","2020-21","2021-01-09","1-4 years","All","All","Observed","0.3","11.4"
"MD","2020-21","2021-01-02","1-4 years","All","All","Observed","1.4","11.1"
"MD","2020-21","2020-12-26","1-4 years","All","All","Observed","0.3","9.7"
"MD","2020-21","2020-12-19","1-4 years","All","All","Observed","1.4","9.3"
"MD","2020-21","2020-12-12","1-4 years","All","All","Observed","1.0","8.0"
"MD","2020-21","2020-12-05","1-4 years","All","All","Observed","2.1","6.9"
"MD","2020-21","2020-11-28","1-4 years","All","All","Observed","0.7","4.8"
"MD","2020-21","2020-11-21","1-4 years","All","All","Observed","1.0","4.1"
"MD","2020-21","2020-11-14","1-4 years","All","All","Observed","1.0","3.1"
"MD","2020-21","2020-11-07","1-4 years","All","All","Observed","0.7","2.1"
"MD","2020-21","2020-10-31","1-4 years","All","All","Observed","0.0","1.4"
"MD","2020-21","2020-10-24","1-4 years","All","All","Observed","0.7","1.4"
"MD","2020-21","2020-10-17","1-4 years","All","All","Observed","0.0","0.7"
"MD","2020-21","2020-10-10","1-4 years","All","All","Observed","0.7","0.7"
"MD","2020-21","2020-10-03","1-4 years","All","All","Observed","0.0","0.0"
"MD","2020-21","2021-10-02","0-<1 year","All","All","Observed","7.2","221.3"
"MD","2020-21","2021-09-25","0-<1 year","All","All","Observed","1.4","214.1"
"MD","2020-21","2021-09-18","0-<1 year","All","All","Observed","2.9","212.7"
"MD","2020-21","2021-09-11","0-<1 year","All","All","Observed","10.1","209.8"
"MD","2020-21","2021-09-04","0-<1 year","All","All","Observed","5.7","199.8"
"MD","2020-21","2021-08-28","0-<1 year","All","All","Observed","2.9","194.0"
"MD","2020-21","2021-08-21","0-<1 year","All","All","Observed","12.9","191.1"
"MD","2020-21","2021-08-14","0-<1 year","All","All","Observed","1.4","178.2"
"MD","2020-21","2021-08-07","0-<1 year","All","All","Observed","8.6","176.8"
"MD","2020-21","2021-07-31","0-<1 year","All","All","Observed","1.4","168.1"
"MD","2020-21","2021-07-24","0-<1 year","All","All","Observed","1.4","166.7"
"MD","2020-21","2021-07-17","0-<1 year","All","All","Observed","1.4","165.3"
"MD","2020-21","2021-07-10","0-<1 year","All","All","Observed","0.0","163.8"
"MD","2020-21","2021-07-03","0-<1 year","All","All","Observed","1.4","163.8"
"MD","2020-21","2021-06-26","0-<1 year","All","All","Observed","0.0","162.4"
"MD","2020-21","2021-06-19","0-<1 year","All","All","Observed","1.4","162.4"
"MD","2020-21","2021-06-12","0-<1 year","All","All","Observed","0.0","161.0"
"MD","2020-21","2021-06-05","0-<1 year","All","All","Observed","1.4","161.0"
"MD","2020-21","2021-05-29","0-<1 year","All","All","Observed","4.3","159.5"
"MD","2020-21","2021-05-22","0-<1 year","All","All","Observed","0.0","155.2"
"MD","2020-21","2021-05-15","0-<1 year","All","All","Observed","2.9","155.2"
"MD","2020-21","2021-05-08","0-<1 year","All","All","Observed","1.4","152.3"
"MD","2020-21","2021-05-01","0-<1 year","All","All","Observed","2.9","150.9"
"MD","2020-21","2021-04-24","0-<1 year","All","All","Observed","10.1","148.0"
"MD","2020-21","2021-04-17","0-<1 year","All","All","Observed","1.4","138.0"
"MD","2020-21","2021-04-10","0-<1 year","All","All","Observed","5.7","136.5"
"MD","2020-21","2021-04-03","0-<1 year","All","All","Observed","2.9","130.8"
"MD","2020-21","2021-03-27","0-<1 year","All","All","Observed","5.7","127.9"
"MD","2020-21","2021-03-20","0-<1 year","All","All","Observed","4.3","122.2"
"MD","2020-21","2021-03-13","0-<1 year","All","All","Observed","8.6","117.8"
"MD","2020-21","2021-03-06","0-<1 year","All","All","Observed","2.9","109.2"
"MD","2020-21","2021-02-27","0-<1 year","All","All","Observed","1.4","106.3"
"MD","2020-21","2021-02-20","0-<1 year","All","All","Observed","4.3","104.9"
"MD","2020-21","2021-02-13","0-<1 year","All","All","Observed","4.3","100.6"
"MD","2020-21","2021-02-06","0-<1 year","All","All","Observed","5.7","96.3"
"MD","2020-21","2021-01-30","0-<1 year","All","All","Observed","2.9","90.5"
"MD","2020-21","2021-01-23","0-<1 year","All","All","Observed","5.7","87.7"
"MD","2020-21","2021-01-16","0-<1 year","All","All","Observed","5.7","81.9"
"MD","2020-21","2021-01-09","0-<1 year","All","All","Observed","5.7","76.2"
"MD","2020-21","2021-01-02","0-<1 year","All","All","Observed","10.1","70.4"
"MD","2020-21","2020-12-26","0-<1 year","All","All","Observed","8.6","60.4"
"MD","2020-21","2020-12-19","0-<1 year","All","All","Observed","5.7","51.7"
"MD","2020-21","2020-12-12","0-<1 year","All","All","Observed","7.2","46.0"
"MD","2020-21","2020-12-05","0-<1 year","All","All","Observed","8.6","38.8"
"MD","2020-21","2020-11-28","0-<1 year","All","All","Observed","7.2","30.2"
"MD","2020-21","2020-11-21","0-<1 year","All","All","Observed","5.7","23.0"
"MD","2020-21","2020-11-14","0-<1 year","All","All","Observed","4.3","17.2"
"MD","2020-21","2020-11-07","0-<1 year","All","All","Observed","4.3","12.9"
"MD","2020-21","2020-10-31","0-<1 year","All","All","Observed","2.9","8.6"
"MD","2020-21","2020-10-24","0-<1 year","All","All","Observed","1.4","5.7"
"MD","2020-21","2020-10-17","0-<1 year","All","All","Observed","1.4","4.3"
"MD","2020-21","2020-10-10","0-<1 year","All","All","Observed","0.0","2.9"
"MD","2020-21","2020-10-03","0-<1 year","All","All","Observed","2.9","2.9"
"MD","2020-21","2021-10-02","≥85 years","All","All","Observed","39.8","2295.7"
"MD","2020-21","2021-09-25","≥85 years","All","All","Observed","26.5","2255.9"
"MD","2020-21","2021-09-18","≥85 years","All","All","Observed","38.2","2229.3"
"MD","2020-21","2021-09-11","≥85 years","All","All","Observed","29.0","2191.1"
"MD","2020-21","2021-09-04","≥85 years","All","All","Observed","34.0","2162.1"
"MD","2020-21","2021-08-28","≥85 years","All","All","Observed","33.2","2128.1"
"MD","2020-21","2021-08-21","≥85 years","All","All","Observed","25.7","2094.9"
"MD","2020-21","2021-08-14","≥85 years","All","All","Observed","20.7","2069.2"
"MD","2020-21","2021-08-07","≥85 years","All","All","Observed","15.8","2048.4"
"MD","2020-21","2021-07-31","≥85 years","All","All","Observed","7.5","2032.7"
"MD","2020-21","2021-07-24","≥85 years","All","All","Observed","6.6","2025.2"
"MD","2020-21","2021-07-17","≥85 years","All","All","Observed","8.3","2018.6"
"MD","2020-21","2021-07-10","≥85 years","All","All","Observed","2.5","2010.3"
"MD","2020-21","2021-07-03","≥85 years","All","All","Observed","1.7","2007.8"
"MD","2020-21","2021-06-26","≥85 years","All","All","Observed","0.8","2006.1"
"MD","2020-21","2021-06-19","≥85 years","All","All","Observed","2.5","2005.3"
"MD","2020-21","2021-06-12","≥85 years","All","All","Observed","2.5","2002.8"
"MD","2020-21","2021-06-05","≥85 years","All","All","Observed","5.0","2000.3"
"MD","2020-21","2021-05-29","≥85 years","All","All","Observed","9.1","1995.3"
"MD","2020-21","2021-05-22","≥85 years","All","All","Observed","11.6","1986.2"
"MD","2020-21","2021-05-15","≥85 years","All","All","Observed","19.1","1974.6"
"MD","2020-21","2021-05-08","≥85 years","All","All","Observed","19.9","1955.5"
"MD","2020-21","2021-05-01","≥85 years","All","All","Observed","24.9","1935.6"
"MD","2020-21","2021-04-24","≥85 years","All","All","Observed","27.4","1910.7"
"MD","2020-21","2021-04-17","≥85 years","All","All","Observed","27.4","1883.3"
"MD","2020-21","2021-04-10","≥85 years","All","All","Observed","30.7","1856.0"
"MD","2020-21","2021-04-03","≥85 years","All","All","Observed","29.0","1825.3"
"MD","2020-21","2021-03-27","≥85 years","All","All","Observed","42.3","1796.2"
"MD","2020-21","2021-03-20","≥85 years","All","All","Observed","27.4","1753.9"
"MD","2020-21","2021-03-13","≥85 years","All","All","Observed","19.1","1726.5"
"MD","2020-21","2021-03-06","≥85 years","All","All","Observed","21.6","1707.4"
"MD","2020-21","2021-02-27","≥85 years","All","All","Observed","34.8","1685.9"
"MD","2020-21","2021-02-20","≥85 years","All","All","Observed","45.6","1651.0"
"MD","2020-21","2021-02-13","≥85 years","All","All","Observed","62.2","1605.4"
"MD","2020-21","2021-02-06","≥85 years","All","All","Observed","88.8","1543.2"
"MD","2020-21","2021-01-30","≥85 years","All","All","Observed","105.4","1454.4"
"MD","2020-21","2021-01-23","≥85 years","All","All","Observed","112.0","1349.0"
"MD","2020-21","2021-01-16","≥85 years","All","All","Observed","127.8","1237.0"
"MD","2020-21","2021-01-09","≥85 years","All","All","Observed","123.6","1109.3"
"MD","2020-21","2021-01-02","≥85 years","All","All","Observed","112.8","985.6"
"MD","2020-21","2020-12-26","≥85 years","All","All","Observed","102.9","872.8"
"MD","2020-21","2020-12-19","≥85 years","All","All","Observed","106.2","769.9"
"MD","2020-21","2020-12-12","≥85 years","All","All","Observed","100.4","663.7"
"MD","2020-21","2020-12-05","≥85 years","All","All","Observed","101.2","563.3"
"MD","2020-21","2020-11-28","≥85 years","All","All","Observed","122.0","462.1"
"MD","2020-21","2020-11-21","≥85 years","All","All","Observed","97.9","340.2"
"MD","2020-21","2020-11-14","≥85 years","All","All","Observed","73.8","242.3"
"MD","2020-21","2020-11-07","≥85 years","All","All","Observed","49.0","168.4"
"MD","2020-21","2020-10-31","≥85 years","All","All","Observed","28.2","119.5"
"MD","2020-21","2020-10-24","≥85 years","All","All","Observed","15.8","91.3"
"MD","2020-21","2020-10-17","≥85 years","All","All","Observed","27.4","75.5"
"MD","2020-21","2020-10-10","≥85 years","All","All","Observed","24.9","48.1"
"MD","2020-21","2020-10-03","≥85 years","All","All","Observed","23.2","23.2"
"MD","2020-21","2021-10-02","75-84 years","All","All","Observed","30.2","1661.4"
"MD","2020-21","2021-09-25","75-84 years","All","All","Observed","23.9","1631.2"
"MD","2020-21","2021-09-18","75-84 years","All","All","Observed","27.7","1607.3"
"MD","2020-21","2021-09-11","75-84 years","All","All","Observed","25.7","1579.5"
"MD","2020-21","2021-09-04","75-84 years","All","All","Observed","26.0","1553.9"
"MD","2020-21","2021-08-28","75-84 years","All","All","Observed","22.2","1527.9"
"MD","2020-21","2021-08-21","75-84 years","All","All","Observed","23.2","1505.7"
"MD","2020-21","2021-08-14","75-84 years","All","All","Observed","18.7","1482.4"
"MD","2020-21","2021-08-07","75-84 years","All","All","Observed","10.4","1463.7"
"MD","2020-21","2021-07-31","75-84 years","All","All","Observed","9.0","1453.3"
"MD","2020-21","2021-07-24","75-84 years","All","All","Observed","1.4","1444.3"
"MD","2020-21","2021-07-17","75-84 years","All","All","Observed","3.8","1442.9"
"MD","2020-21","2021-07-10","75-84 years","All","All","Observed","1.0","1439.1"
"MD","2020-21","2021-07-03","75-84 years","All","All","Observed","2.1","1438.0"
"MD","2020-21","2021-06-26","75-84 years","All","All","Observed","2.8","1435.9"
"MD","2020-21","2021-06-19","75-84 years","All","All","Observed","2.4","1433.2"
"MD","2020-21","2021-06-12","75-84 years","All","All","Observed","3.8","1430.7"
"MD","2020-21","2021-06-05","75-84 years","All","All","Observed","4.5","1426.9"
"MD","2020-21","2021-05-29","75-84 years","All","All","Observed","6.6","1422.4"
"MD","2020-21","2021-05-22","75-84 years","All","All","Observed","10.1","1415.8"
"MD","2020-21","2021-05-15","75-84 years","All","All","Observed","11.4","1405.8"
"MD","2020-21","2021-05-08","75-84 years","All","All","Observed","18.7","1394.3"
"MD","2020-21","2021-05-01","75-84 years","All","All","Observed","22.9","1375.6"
"MD","2020-21","2021-04-24","75-84 years","All","All","Observed","26.0","1352.7"
"MD","2020-21","2021-04-17","75-84 years","All","All","Observed","30.9","1326.7"
"MD","2020-21","2021-04-10","75-84 years","All","All","Observed","28.8","1295.8"
"MD","2020-21","2021-04-03","75-84 years","All","All","Observed","26.0","1267.0"
"MD","2020-21","2021-03-27","75-84 years","All","All","Observed","30.9","1241.0"
"MD","2020-21","2021-03-20","75-84 years","All","All","Observed","24.6","1210.1"
"MD","2020-21","2021-03-13","75-84 years","All","All","Observed","19.4","1185.5"
"MD","2020-21","2021-03-06","75-84 years","All","All","Observed","20.8","1166.1"
"MD","2020-21","2021-02-27","75-84 years","All","All","Observed","30.5","1145.3"
"MD","2020-21","2021-02-20","75-84 years","All","All","Observed","27.7","1114.8"
"MD","2020-21","2021-02-13","75-84 years","All","All","Observed","37.1","1087.0"
"MD","2020-21","2021-02-06","75-84 years","All","All","Observed","51.7","1049.9"
"MD","2020-21","2021-01-30","75-84 years","All","All","Observed","60.7","998.2"
"MD","2020-21","2021-01-23","75-84 years","All","All","Observed","76.0","937.5"
"MD","2020-21","2021-01-16","75-84 years","All","All","Observed","77.7","861.6"
"MD","2020-21","2021-01-09","75-84 years","All","All","Observed","86.4","783.9"
"MD","2020-21","2021-01-02","75-84 years","All","All","Observed","80.5","697.5"
"MD","2020-21","2020-12-26","75-84 years","All","All","Observed","80.5","617.0"
"MD","2020-21","2020-12-19","75-84 years","All","All","Observed","85.7","536.6"
"MD","2020-21","2020-12-12","75-84 years","All","All","Observed","76.7","450.9"
"MD","2020-21","2020-12-05","75-84 years","All","All","Observed","73.2","374.2"
"MD","2020-21","2020-11-28","75-84 years","All","All","Observed","74.9","301.1"
"MD","2020-21","2020-11-21","75-84 years","All","All","Observed","64.2","226.1"
"MD","2020-21","2020-11-14","75-84 years","All","All","Observed","48.6","162.0"
"MD","2020-21","2020-11-07","75-84 years","All","All","Observed","27.4","113.4"
"MD","2020-21","2020-10-31","75-84 years","All","All","Observed","23.2","86.0"
"MD","2020-21","2020-10-24","75-84 years","All","All","Observed","16.3","62.8"
"MD","2020-21","2020-10-17","75-84 years","All","All","Observed","18.7","46.5"
"MD","2020-21","2020-10-10","75-84 years","All","All","Observed","12.1","27.7"
"MD","2020-21","2020-10-03","75-84 years","All","All","Observed","15.6","15.6"
"MD","2020-21","2021-10-02","65-74 years","All","All","Observed","20.2","1113.7"
"MD","2020-21","2021-09-25","65-74 years","All","All","Observed","16.9","1093.5"
"MD","2020-21","2021-09-18","65-74 years","All","All","Observed","18.5","1076.6"
"MD","2020-21","2021-09-11","65-74 years","All","All","Observed","18.2","1058.1"
"MD","2020-21","2021-09-04","65-74 years","All","All","Observed","18.7","1039.9"
"MD","2020-21","2021-08-28","65-74 years","All","All","Observed","19.0","1021.2"
"MD","2020-21","2021-08-21","65-74 years","All","All","Observed","15.4","1002.2"
"MD","2020-21","2021-08-14","65-74 years","All","All","Observed","15.2","986.8"
"MD","2020-21","2021-08-07","65-74 years","All","All","Observed","7.6","971.6"
"MD","2020-21","2021-07-31","65-74 years","All","All","Observed","6.7","964.0"
"MD","2020-21","2021-07-24","65-74 years","All","All","Observed","3.1","957.3"
"MD","2020-21","2021-07-17","65-74 years","All","All","Observed","2.4","954.2"
"MD","2020-21","2021-07-10","65-74 years","All","All","Observed","2.4","951.8"
"MD","2020-21","2021-07-03","65-74 years","All","All","Observed","1.0","949.3"
"MD","2020-21","2021-06-26","65-74 years","All","All","Observed","0.9","948.3"
"MD","2020-21","2021-06-19","65-74 years","All","All","Observed","2.2","947.4"
"MD","2020-21","2021-06-12","65-74 years","All","All","Observed","2.4","945.2"
"MD","2020-21","2021-06-05","65-74 years","All","All","Observed","4.5","942.8"
"MD","2020-21","2021-05-29","65-74 years","All","All","Observed","5.0","938.3"
"MD","2020-21","2021-05-22","65-74 years","All","All","Observed","7.3","933.3"
"MD","2020-21","2021-05-15","65-74 years","All","All","Observed","8.6","926.0"
"MD","2020-21","2021-05-08","65-74 years","All","All","Observed","16.1","917.4"
"MD","2020-21","2021-05-01","65-74 years","All","All","Observed","16.2","901.3"
"MD","2020-21","2021-04-24","65-74 years","All","All","Observed","23.0","885.0"
"MD","2020-21","2021-04-17","65-74 years","All","All","Observed","24.2","862.0"
"MD","2020-21","2021-04-10","65-74 years","All","All","Observed","23.2","837.8"
"MD","2020-21","2021-04-03","65-74 years","All","All","Observed","28.3","814.7"
"MD","2020-21","2021-03-27","65-74 years","All","All","Observed","25.9","786.3"
"MD","2020-21","2021-03-20","65-74 years","All","All","Observed","20.6","760.4"
"MD","2020-21","2021-03-13","65-74 years","All","All","Observed","16.4","739.8"
"MD","2020-21","2021-03-06","65-74 years","All","All","Observed","16.2","723.4"
"MD","2020-21","2021-02-27","65-74 years","All","All","Observed","18.7","707.2"
"MD","2020-21","2021-02-20","65-74 years","All","All","Observed","22.1","688.5"
"MD","2020-21","2021-02-13","65-74 years","All","All","Observed","22.5","666.4"
"MD","2020-21","2021-02-06","65-74 years","All","All","Observed","36.0","643.9"
"MD","2020-21","2021-01-30","65-74 years","All","All","Observed","37.2","607.9"
"MD","2020-21","2021-01-23","65-74 years","All","All","Observed","37.9","570.8"
"MD","2020-21","2021-01-16","65-74 years","All","All","Observed","43.0","532.9"
"MD","2020-21","2021-01-09","65-74 years","All","All","Observed","50.1","489.9"
"MD","2020-21","2021-01-02","65-74 years","All","All","Observed","51.3","439.8"
"MD","2020-21","2020-12-26","65-74 years","All","All","Observed","49.3","388.4"
"MD","2020-21","2020-12-19","65-74 years","All","All","Observed","43.9","339.1"
"MD","2020-21","2020-12-12","65-74 years","All","All","Observed","47.0","295.2"
"MD","2020-21","2020-12-05","65-74 years","All","All","Observed","44.4","248.2"
"MD","2020-21","2020-11-28","65-74 years","All","All","Observed","47.9","203.8"
"MD","2020-21","2020-11-21","65-74 years","All","All","Observed","44.1","155.9"
"MD","2020-21","2020-11-14","65-74 years","All","All","Observed","30.8","111.8"
"MD","2020-21","2020-11-07","65-74 years","All","All","Observed","21.3","81.1"
"MD","2020-21","2020-10-31","65-74 years","All","All","Observed","13.8","59.8"
"MD","2020-21","2020-10-24","65-74 years","All","All","Observed","13.7","46.0"
"MD","2020-21","2020-10-17","65-74 years","All","All","Observed","11.2","32.3"
"MD","2020-21","2020-10-10","65-74 years","All","All","Observed","11.9","21.1"
"MD","2020-21","2020-10-03","65-74 years","All","All","Observed","9.2","9.2"
"MD","2020-21","2021-10-02","40-49 years","All","All","Observed","7.6","499.4"
"MD","2020-21","2021-09-25","40-49 years","All","All","Observed","9.0","491.8"
"MD","2020-21","2021-09-18","40-49 years","All","All","Observed","8.6","482.8"
"MD","2020-21","2021-09-11","40-49 years","All","All","Observed","9.0","474.2"
"MD","2020-21","2021-09-04","40-49 years","All","All","Observed","12.5","465.1"
"MD","2020-21","2021-08-28","40-49 years","All","All","Observed","11.8","452.7"
"MD","2020-21","2021-08-21","40-49 years","All","All","Observed","10.4","440.8"
"MD","2020-21","2021-08-14","40-49 years","All","All","Observed","10.1","430.5"
"MD","2020-21","2021-08-07","40-49 years","All","All","Observed","8.4","420.4"
"MD","2020-21","2021-07-31","40-49 years","All","All","Observed","5.0","412.0"
"MD","2020-21","2021-07-24","40-49 years","All","All","Observed","3.7","407.0"
"MD","2020-21","2021-07-17","40-49 years","All","All","Observed","1.7","403.3"
"MD","2020-21","2021-07-10","40-49 years","All","All","Observed","0.8","401.6"
"MD","2020-21","2021-07-03","40-49 years","All","All","Observed","0.5","400.8"
"MD","2020-21","2021-06-26","40-49 years","All","All","Observed","1.1","400.2"
"MD","2020-21","2021-06-19","40-49 years","All","All","Observed","1.6","399.2"
"MD","2020-21","2021-06-12","40-49 years","All","All","Observed","1.3","397.6"
"MD","2020-21","2021-06-05","40-49 years","All","All","Observed","2.8","396.3"
"MD","2020-21","2021-05-29","40-49 years","All","All","Observed","4.0","393.5"
"MD","2020-21","2021-05-22","40-49 years","All","All","Observed","4.4","389.5"
"MD","2020-21","2021-05-15","40-49 years","All","All","Observed","7.8","385.1"
"MD","2020-21","2021-05-08","40-49 years","All","All","Observed","9.0","377.3"
"MD","2020-21","2021-05-01","40-49 years","All","All","Observed","11.7","368.3"
"MD","2020-21","2021-04-24","40-49 years","All","All","Observed","16.5","356.6"
"MD","2020-21","2021-04-17","40-49 years","All","All","Observed","17.9","340.1"
"MD","2020-21","2021-04-10","40-49 years","All","All","Observed","19.4","322.2"
"MD","2020-21","2021-04-03","40-49 years","All","All","Observed","14.6","302.8"
"MD","2020-21","2021-03-27","40-49 years","All","All","Observed","11.7","288.2"
"MD","2020-21","2021-03-20","40-49 years","All","All","Observed","10.9","276.6"
"MD","2020-21","2021-03-13","40-49 years","All","All","Observed","7.7","265.7"
"MD","2020-21","2021-03-06","40-49 years","All","All","Observed","6.8","258.0"
"MD","2020-21","2021-02-27","40-49 years","All","All","Observed","7.7","251.2"
"MD","2020-21","2021-02-20","40-49 years","All","All","Observed","7.4","243.5"
"MD","2020-21","2021-02-13","40-49 years","All","All","Observed","7.7","236.1"
"MD","2020-21","2021-02-06","40-49 years","All","All","Observed","7.6","228.4"
"MD","2020-21","2021-01-30","40-49 years","All","All","Observed","11.9","220.8"
"MD","2020-21","2021-01-23","40-49 years","All","All","Observed","12.5","208.9"
"MD","2020-21","2021-01-16","40-49 years","All","All","Observed","17.0","196.4"
"MD","2020-21","2021-01-09","40-49 years","All","All","Observed","17.1","179.4"
"MD","2020-21","2021-01-02","40-49 years","All","All","Observed","15.3","162.3"
"MD","2020-21","2020-12-26","40-49 years","All","All","Observed","15.4","147.0"
"MD","2020-21","2020-12-19","40-49 years","All","All","Observed","16.5","131.6"
"MD","2020-21","2020-12-12","40-49 years","All","All","Observed","14.9","115.2"
"MD","2020-21","2020-12-05","40-49 years","All","All","Observed","16.1","100.3"
"MD","2020-21","2020-11-28","40-49 years","All","All","Observed","16.2","84.3"
"MD","2020-21","2020-11-21","40-49 years","All","All","Observed","16.9","68.1"
"MD","2020-21","2020-11-14","40-49 years","All","All","Observed","12.3","51.2"
"MD","2020-21","2020-11-07","40-49 years","All","All","Observed","9.4","38.9"
"MD","2020-21","2020-10-31","40-49 years","All","All","Observed","7.3","29.5"
"MD","2020-21","2020-10-24","40-49 years","All","All","Observed","5.6","22.2"
"MD","2020-21","2020-10-17","40-49 years","All","All","Observed","5.7","16.6"
"MD","2020-21","2020-10-10","40-49 years","All","All","Observed","6.1","10.9"
"MD","2020-21","2020-10-03","40-49 years","All","All","Observed","4.8","4.8"
"MD","2020-21","2021-10-02","30-39 years","All","All","Observed","6.4","353.3"
"MD","2020-21","2021-09-25","30-39 years","All","All","Observed","6.5","346.9"
"MD","2020-21","2021-09-18","30-39 years","All","All","Observed","6.6","340.4"
"MD","2020-21","2021-09-11","30-39 years","All","All","Observed","6.2","333.9"
"MD","2020-21","2021-09-04","30-39 years","All","All","Observed","8.8","327.6"
"MD","2020-21","2021-08-28","30-39 years","All","All","Observed","7.8","318.9"
"MD","2020-21","2021-08-21","30-39 years","All","All","Observed","7.6","311.1"
"MD","2020-21","2021-08-14","30-39 years","All","All","Observed","8.8","303.5"
"MD","2020-21","2021-08-07","30-39 years","All","All","Observed","5.5","294.8"
"MD","2020-21","2021-07-31","30-39 years","All","All","Observed","3.8","289.2"
"MD","2020-21","2021-07-24","30-39 years","All","All","Observed","2.2","285.4"
"MD","2020-21","2021-07-17","30-39 years","All","All","Observed","1.2","283.2"
"MD","2020-21","2021-07-10","30-39 years","All","All","Observed","2.3","282.0"
"MD","2020-21","2021-07-03","30-39 years","All","All","Observed","0.8","279.8"
"MD","2020-21","2021-06-26","30-39 years","All","All","Observed","0.7","278.9"
"MD","2020-21","2021-06-19","30-39 years","All","All","Observed","1.4","278.2"
"MD","2020-21","2021-06-12","30-39 years","All","All","Observed","1.9","276.8"
"MD","2020-21","2021-06-05","30-39 years","All","All","Observed","2.9","274.9"
"MD","2020-21","2021-05-29","30-39 years","All","All","Observed","2.4","272.0"
"MD","2020-21","2021-05-22","30-39 years","All","All","Observed","3.7","269.6"
"MD","2020-21","2021-05-15","30-39 years","All","All","Observed","6.4","265.9"
"MD","2020-21","2021-05-08","30-39 years","All","All","Observed","7.8","259.5"
"MD","2020-21","2021-05-01","30-39 years","All","All","Observed","8.0","251.7"
"MD","2020-21","2021-04-24","30-39 years","All","All","Observed","10.6","243.7"
"MD","2020-21","2021-04-17","30-39 years","All","All","Observed","11.8","233.1"
"MD","2020-21","2021-04-10","30-39 years","All","All","Observed","11.5","221.4"
"MD","2020-21","2021-04-03","30-39 years","All","All","Observed","13.2","209.9"
"MD","2020-21","2021-03-27","30-39 years","All","All","Observed","7.0","196.7"
"MD","2020-21","2021-03-20","30-39 years","All","All","Observed","7.2","189.7"
"MD","2020-21","2021-03-13","30-39 years","All","All","Observed","5.4","182.5"
"MD","2020-21","2021-03-06","30-39 years","All","All","Observed","6.7","177.1"
"MD","2020-21","2021-02-27","30-39 years","All","All","Observed","5.8","170.4"
"MD","2020-21","2021-02-20","30-39 years","All","All","Observed","4.1","164.6"
"MD","2020-21","2021-02-13","30-39 years","All","All","Observed","4.2","160.6"
"MD","2020-21","2021-02-06","30-39 years","All","All","Observed","6.8","156.4"
"MD","2020-21","2021-01-30","30-39 years","All","All","Observed","7.8","149.5"
"MD","2020-21","2021-01-23","30-39 years","All","All","Observed","9.4","141.7"
"MD","2020-21","2021-01-16","30-39 years","All","All","Observed","12.2","132.4"
"MD","2020-21","2021-01-09","30-39 years","All","All","Observed","10.9","120.2"
"MD","2020-21","2021-01-02","30-39 years","All","All","Observed","9.5","109.2"
"MD","2020-21","2020-12-26","30-39 years","All","All","Observed","10.9","99.8"
"MD","2020-21","2020-12-19","30-39 years","All","All","Observed","10.6","88.9"
"MD","2020-21","2020-12-12","30-39 years","All","All","Observed","12.1","78.3"
"MD","2020-21","2020-12-05","30-39 years","All","All","Observed","8.9","66.2"
"MD","2020-21","2020-11-28","30-39 years","All","All","Observed","10.4","57.3"
"MD","2020-21","2020-11-21","30-39 years","All","All","Observed","10.0","46.9"
"MD","2020-21","2020-11-14","30-39 years","All","All","Observed","9.7","36.9"
"MD","2020-21","2020-11-07","30-39 years","All","All","Observed","6.7","27.2"
"MD","2020-21","2020-10-31","30-39 years","All","All","Observed","4.3","20.5"
"MD","2020-21","2020-10-24","30-39 years","All","All","Observed","4.8","16.2"
"MD","2020-21","2020-10-17","30-39 years","All","All","Observed","4.4","11.4"
"MD","2020-21","2020-10-10","30-39 years","All","All","Observed","3.7","7.0"
"MD","2020-21","2020-10-03","30-39 years","All","All","Observed","3.2","3.2"
"MD","2020-21","2021-10-02","18-29 years","All","All","Observed","4.0","211.1"
"MD","2020-21","2021-09-25","18-29 years","All","All","Observed","4.3","207.1"
"MD","2020-21","2021-09-18","18-29 years","All","All","Observed","4.5","202.8"
"MD","2020-21","2021-09-11","18-29 years","All","All","Observed","4.5","198.2"
"MD","2020-21","2021-09-04","18-29 years","All","All","Observed","4.3","193.7"
"MD","2020-21","2021-08-28","18-29 years","All","All","Observed","4.7","189.4"
"MD","2020-21","2021-08-21","18-29 years","All","All","Observed","5.4","184.7"
"MD","2020-21","2021-08-14","18-29 years","All","All","Observed","3.4","179.3"
"MD","2020-21","2021-08-07","18-29 years","All","All","Observed","3.6","176.0"
"MD","2020-21","2021-07-31","18-29 years","All","All","Observed","1.9","172.4"
"MD","2020-21","2021-07-24","18-29 years","All","All","Observed","1.2","170.4"
"MD","2020-21","2021-07-17","18-29 years","All","All","Observed","1.4","169.3"
"MD","2020-21","2021-07-10","18-29 years","All","All","Observed","0.8","167.9"
"MD","2020-21","2021-07-03","18-29 years","All","All","Observed","0.1","167.1"
"MD","2020-21","2021-06-26","18-29 years","All","All","Observed","1.1","167.0"
"MD","2020-21","2021-06-19","18-29 years","All","All","Observed","1.4","165.9"
"MD","2020-21","2021-06-12","18-29 years","All","All","Observed","1.0","164.5"
"MD","2020-21","2021-06-05","18-29 years","All","All","Observed","0.9","163.5"
"MD","2020-21","2021-05-29","18-29 years","All","All","Observed","3.5","162.7"
