"State","Season","Week ending date","Age Category","Sex","Race","Rate Type","Weekly Rate","Cumulative Rate"
"UT","2021-22","2022-10-01","All","All","All","Observed","3.6","396.8"
"UT","2021-22","2022-09-24","All","All","All","Observed","2.8","393.2"
"UT","2021-22","2022-09-17","All","All","All","Observed","4.1","390.4"
"UT","2021-22","2022-09-10","All","All","All","Observed","3.5","386.3"
"UT","2021-22","2022-09-03","All","All","All","Observed","3.4","382.8"
"UT","2021-22","2022-08-27","All","All","All","Observed","4.1","379.5"
"UT","2021-22","2022-08-20","All","All","All","Observed","4.1","375.3"
"UT","2021-22","2022-08-13","All","All","All","Observed","5.7","371.2"
"UT","2021-22","2022-08-06","All","All","All","Observed","5.8","365.5"
"UT","2021-22","2022-07-30","All","All","All","Observed","6.9","359.7"
"UT","2021-22","2022-07-23","All","All","All","Observed","7.6","352.7"
"UT","2021-22","2022-07-16","All","All","All","Observed","4.9","345.2"
"UT","2021-22","2022-07-09","All","All","All","Observed","7.8","340.3"
"UT","2021-22","2022-07-02","All","All","All","Observed","10.2","332.4"
"UT","2021-22","2022-06-25","All","All","All","Observed","7.4","322.2"
"UT","2021-22","2022-06-18","All","All","All","Observed","6.7","314.8"
"UT","2021-22","2022-06-11","All","All","All","Observed","7.3","308.2"
"UT","2021-22","2022-06-04","All","All","All","Observed","5.4","300.8"
"UT","2021-22","2022-05-28","All","All","All","Observed","5.1","295.4"
"UT","2021-22","2022-05-21","All","All","All","Observed","4.3","290.4"
"UT","2021-22","2022-05-14","All","All","All","Observed","3.0","286.1"
"UT","2021-22","2022-05-07","All","All","All","Observed","2.8","283.1"
"UT","2021-22","2022-04-30","All","All","All","Observed","2.5","280.3"
"UT","2021-22","2022-04-23","All","All","All","Observed","1.6","277.8"
"UT","2021-22","2022-04-16","All","All","All","Observed","1.2","276.2"
"UT","2021-22","2022-04-09","All","All","All","Observed","1.4","275.0"
"UT","2021-22","2022-04-02","All","All","All","Observed","1.3","273.6"
"UT","2021-22","2022-03-26","All","All","All","Observed","1.9","272.3"
"UT","2021-22","2022-03-19","All","All","All","Observed","2.4","270.4"
"UT","2021-22","2022-03-12","All","All","All","Observed","3.5","268.0"
"UT","2021-22","2022-03-05","All","All","All","Observed","4.6","264.5"
"UT","2021-22","2022-02-26","All","All","All","Observed","6.1","259.9"
"UT","2021-22","2022-02-19","All","All","All","Observed","7.3","253.9"
"UT","2021-22","2022-02-12","All","All","All","Observed","13.5","246.5"
"UT","2021-22","2022-02-05","All","All","All","Observed","16.8","233.1"
"UT","2021-22","2022-01-29","All","All","All","Observed","22.2","216.3"
"UT","2021-22","2022-01-22","All","All","All","Observed","28.9","194.1"
"UT","2021-22","2022-01-15","All","All","All","Observed","26.7","165.2"
"UT","2021-22","2022-01-08","All","All","All","Observed","20.6","138.5"
"UT","2021-22","2022-01-01","All","All","All","Observed","9.4","117.9"
"UT","2021-22","2021-12-25","All","All","All","Observed","6.9","108.5"
"UT","2021-22","2021-12-18","All","All","All","Observed","7.8","101.6"
"UT","2021-22","2021-12-11","All","All","All","Observed","9.8","93.8"
"UT","2021-22","2021-12-04","All","All","All","Observed","10.5","84.0"
"UT","2021-22","2021-11-27","All","All","All","Observed","8.3","73.5"
"UT","2021-22","2021-11-20","All","All","All","Observed","8.3","65.2"
"UT","2021-22","2021-11-13","All","All","All","Observed","9.4","56.9"
"UT","2021-22","2021-11-06","All","All","All","Observed","8.9","47.5"
"UT","2021-22","2021-10-30","All","All","All","Observed","10.4","38.5"
"UT","2021-22","2021-10-23","All","All","All","Observed","9.4","28.2"
"UT","2021-22","2021-10-16","All","All","All","Observed","9.0","18.8"
"UT","2021-22","2021-10-09","All","All","All","Observed","9.8","9.8"
"UT","2021-22","2022-10-01","All","All","Hispanic","Observed","1.8","350.0"
"UT","2021-22","2022-09-24","All","All","Hispanic","Observed","1.8","348.3"
"UT","2021-22","2022-09-17","All","All","Hispanic","Observed","1.8","346.5"
"UT","2021-22","2022-09-10","All","All","Hispanic","Observed","2.6","344.8"
"UT","2021-22","2022-09-03","All","All","Hispanic","Observed","3.1","342.2"
"UT","2021-22","2022-08-27","All","All","Hispanic","Observed","3.9","339.1"
"UT","2021-22","2022-08-20","All","All","Hispanic","Observed","3.5","335.2"
"UT","2021-22","2022-08-13","All","All","Hispanic","Observed","3.9","331.7"
"UT","2021-22","2022-08-06","All","All","Hispanic","Observed","5.7","327.7"
"UT","2021-22","2022-07-30","All","All","Hispanic","Observed","8.8","322.0"
"UT","2021-22","2022-07-23","All","All","Hispanic","Observed","8.3","313.3"
"UT","2021-22","2022-07-16","All","All","Hispanic","Observed","3.5","305.0"
"UT","2021-22","2022-07-09","All","All","Hispanic","Observed","8.8","301.5"
"UT","2021-22","2022-07-02","All","All","Hispanic","Observed","3.5","292.7"
"UT","2021-22","2022-06-25","All","All","Hispanic","Observed","6.1","289.2"
"UT","2021-22","2022-06-18","All","All","Hispanic","Observed","4.8","283.1"
"UT","2021-22","2022-06-11","All","All","Hispanic","Observed","3.1","278.3"
"UT","2021-22","2022-06-04","All","All","Hispanic","Observed","4.8","275.2"
"UT","2021-22","2022-05-28","All","All","Hispanic","Observed","5.7","270.4"
"UT","2021-22","2022-05-21","All","All","Hispanic","Observed","1.3","264.7"
"UT","2021-22","2022-05-14","All","All","Hispanic","Observed","0.0","263.4"
"UT","2021-22","2022-05-07","All","All","Hispanic","Observed","1.3","263.4"
"UT","2021-22","2022-04-30","All","All","Hispanic","Observed","0.9","262.1"
"UT","2021-22","2022-04-23","All","All","Hispanic","Observed","0.9","261.2"
"UT","2021-22","2022-04-16","All","All","Hispanic","Observed","1.3","260.3"
"UT","2021-22","2022-04-09","All","All","Hispanic","Observed","1.8","259.0"
"UT","2021-22","2022-04-02","All","All","Hispanic","Observed","0.4","257.3"
"UT","2021-22","2022-03-26","All","All","Hispanic","Observed","2.2","256.8"
"UT","2021-22","2022-03-19","All","All","Hispanic","Observed","2.6","254.7"
"UT","2021-22","2022-03-12","All","All","Hispanic","Observed","4.4","252.0"
"UT","2021-22","2022-03-05","All","All","Hispanic","Observed","4.8","247.7"
"UT","2021-22","2022-02-26","All","All","Hispanic","Observed","5.3","242.8"
"UT","2021-22","2022-02-19","All","All","Hispanic","Observed","5.7","237.6"
"UT","2021-22","2022-02-12","All","All","Hispanic","Observed","11.8","231.9"
"UT","2021-22","2022-02-05","All","All","Hispanic","Observed","13.6","220.1"
"UT","2021-22","2022-01-29","All","All","Hispanic","Observed","19.7","206.5"
"UT","2021-22","2022-01-22","All","All","Hispanic","Observed","26.7","186.8"
"UT","2021-22","2022-01-15","All","All","Hispanic","Observed","27.6","160.1"
"UT","2021-22","2022-01-08","All","All","Hispanic","Observed","20.6","132.6"
"UT","2021-22","2022-01-01","All","All","Hispanic","Observed","8.8","112.0"
"UT","2021-22","2021-12-25","All","All","Hispanic","Observed","8.8","103.3"
"UT","2021-22","2021-12-18","All","All","Hispanic","Observed","7.4","94.5"
"UT","2021-22","2021-12-11","All","All","Hispanic","Observed","10.1","87.1"
"UT","2021-22","2021-12-04","All","All","Hispanic","Observed","4.8","77.0"
"UT","2021-22","2021-11-27","All","All","Hispanic","Observed","7.4","72.2"
"UT","2021-22","2021-11-20","All","All","Hispanic","Observed","10.1","64.8"
"UT","2021-22","2021-11-13","All","All","Hispanic","Observed","11.4","54.7"
"UT","2021-22","2021-11-06","All","All","Hispanic","Observed","5.7","43.3"
"UT","2021-22","2021-10-30","All","All","Hispanic","Observed","11.4","37.6"
"UT","2021-22","2021-10-23","All","All","Hispanic","Observed","7.4","26.3"
"UT","2021-22","2021-10-16","All","All","Hispanic","Observed","6.1","18.8"
"UT","2021-22","2021-10-09","All","All","Hispanic","Observed","12.7","12.7"
"UT","2021-22","2022-10-01","All","All","A/PI, non-Hispanic","Observed","4.1","462.3"
"UT","2021-22","2022-09-24","All","All","A/PI, non-Hispanic","Observed","4.1","458.1"
"UT","2021-22","2022-09-17","All","All","A/PI, non-Hispanic","Observed","4.1","454.0"
"UT","2021-22","2022-09-10","All","All","A/PI, non-Hispanic","Observed","4.1","449.9"
"UT","2021-22","2022-09-03","All","All","A/PI, non-Hispanic","Observed","1.4","445.8"
"UT","2021-22","2022-08-27","All","All","A/PI, non-Hispanic","Observed","4.1","444.4"
"UT","2021-22","2022-08-20","All","All","A/PI, non-Hispanic","Observed","6.9","440.3"
"UT","2021-22","2022-08-13","All","All","A/PI, non-Hispanic","Observed","6.9","433.4"
"UT","2021-22","2022-08-06","All","All","A/PI, non-Hispanic","Observed","1.4","426.5"
"UT","2021-22","2022-07-30","All","All","A/PI, non-Hispanic","Observed","6.9","425.1"
"UT","2021-22","2022-07-23","All","All","A/PI, non-Hispanic","Observed","8.3","418.2"
"UT","2021-22","2022-07-16","All","All","A/PI, non-Hispanic","Observed","8.3","410.0"
"UT","2021-22","2022-07-09","All","All","A/PI, non-Hispanic","Observed","6.9","401.7"
"UT","2021-22","2022-07-02","All","All","A/PI, non-Hispanic","Observed","5.5","394.9"
"UT","2021-22","2022-06-25","All","All","A/PI, non-Hispanic","Observed","5.5","389.4"
"UT","2021-22","2022-06-18","All","All","A/PI, non-Hispanic","Observed","5.5","383.8"
"UT","2021-22","2022-06-11","All","All","A/PI, non-Hispanic","Observed","8.3","378.3"
"UT","2021-22","2022-06-04","All","All","A/PI, non-Hispanic","Observed","0.0","370.1"
"UT","2021-22","2022-05-28","All","All","A/PI, non-Hispanic","Observed","1.4","370.1"
"UT","2021-22","2022-05-21","All","All","A/PI, non-Hispanic","Observed","0.0","368.7"
"UT","2021-22","2022-05-14","All","All","A/PI, non-Hispanic","Observed","4.1","368.7"
"UT","2021-22","2022-05-07","All","All","A/PI, non-Hispanic","Observed","4.1","364.6"
"UT","2021-22","2022-04-30","All","All","A/PI, non-Hispanic","Observed","2.8","360.5"
"UT","2021-22","2022-04-23","All","All","A/PI, non-Hispanic","Observed","2.8","357.7"
"UT","2021-22","2022-04-16","All","All","A/PI, non-Hispanic","Observed","1.4","355.0"
"UT","2021-22","2022-04-09","All","All","A/PI, non-Hispanic","Observed","1.4","353.6"
"UT","2021-22","2022-04-02","All","All","A/PI, non-Hispanic","Observed","2.8","352.2"
"UT","2021-22","2022-03-26","All","All","A/PI, non-Hispanic","Observed","2.8","349.5"
"UT","2021-22","2022-03-19","All","All","A/PI, non-Hispanic","Observed","2.8","346.7"
"UT","2021-22","2022-03-12","All","All","A/PI, non-Hispanic","Observed","2.8","343.9"
"UT","2021-22","2022-03-05","All","All","A/PI, non-Hispanic","Observed","2.8","341.2"
"UT","2021-22","2022-02-26","All","All","A/PI, non-Hispanic","Observed","5.5","338.4"
"UT","2021-22","2022-02-19","All","All","A/PI, non-Hispanic","Observed","4.1","332.9"
"UT","2021-22","2022-02-12","All","All","A/PI, non-Hispanic","Observed","20.6","328.8"
"UT","2021-22","2022-02-05","All","All","A/PI, non-Hispanic","Observed","15.1","308.2"
"UT","2021-22","2022-01-29","All","All","A/PI, non-Hispanic","Observed","27.5","293.0"
"UT","2021-22","2022-01-22","All","All","A/PI, non-Hispanic","Observed","39.9","265.5"
"UT","2021-22","2022-01-15","All","All","A/PI, non-Hispanic","Observed","67.4","225.6"
"UT","2021-22","2022-01-08","All","All","A/PI, non-Hispanic","Observed","31.6","158.2"
"UT","2021-22","2022-01-01","All","All","A/PI, non-Hispanic","Observed","12.4","126.6"
"UT","2021-22","2021-12-25","All","All","A/PI, non-Hispanic","Observed","4.1","114.2"
"UT","2021-22","2021-12-18","All","All","A/PI, non-Hispanic","Observed","6.9","110.1"
"UT","2021-22","2021-12-11","All","All","A/PI, non-Hispanic","Observed","13.8","103.2"
"UT","2021-22","2021-12-04","All","All","A/PI, non-Hispanic","Observed","12.4","89.4"
"UT","2021-22","2021-11-27","All","All","A/PI, non-Hispanic","Observed","9.6","77.0"
"UT","2021-22","2021-11-20","All","All","A/PI, non-Hispanic","Observed","8.3","67.4"
"UT","2021-22","2021-11-13","All","All","A/PI, non-Hispanic","Observed","8.3","59.2"
"UT","2021-22","2021-11-06","All","All","A/PI, non-Hispanic","Observed","9.6","50.9"
"UT","2021-22","2021-10-30","All","All","A/PI, non-Hispanic","Observed","11.0","41.3"
"UT","2021-22","2021-10-23","All","All","A/PI, non-Hispanic","Observed","11.0","30.3"
"UT","2021-22","2021-10-16","All","All","A/PI, non-Hispanic","Observed","9.6","19.3"
"UT","2021-22","2021-10-09","All","All","A/PI, non-Hispanic","Observed","9.6","9.6"
"UT","2021-22","2022-10-01","All","All","AI/AN, non-Hispanic","Observed","0.0","581.1"
"UT","2021-22","2022-09-24","All","All","AI/AN, non-Hispanic","Observed","0.0","581.1"
"UT","2021-22","2022-09-17","All","All","AI/AN, non-Hispanic","Observed","0.0","581.1"
"UT","2021-22","2022-09-10","All","All","AI/AN, non-Hispanic","Observed","0.0","581.1"
"UT","2021-22","2022-09-03","All","All","AI/AN, non-Hispanic","Observed","0.0","581.1"
"UT","2021-22","2022-08-27","All","All","AI/AN, non-Hispanic","Observed","12.4","581.1"
"UT","2021-22","2022-08-20","All","All","AI/AN, non-Hispanic","Observed","0.0","568.7"
"UT","2021-22","2022-08-13","All","All","AI/AN, non-Hispanic","Observed","0.0","568.7"
"UT","2021-22","2022-08-06","All","All","AI/AN, non-Hispanic","Observed","0.0","568.7"
"UT","2021-22","2022-07-30","All","All","AI/AN, non-Hispanic","Observed","12.4","568.7"
"UT","2021-22","2022-07-23","All","All","AI/AN, non-Hispanic","Observed","0.0","556.4"
"UT","2021-22","2022-07-16","All","All","AI/AN, non-Hispanic","Observed","0.0","556.4"
"UT","2021-22","2022-07-09","All","All","AI/AN, non-Hispanic","Observed","0.0","556.4"
"UT","2021-22","2022-07-02","All","All","AI/AN, non-Hispanic","Observed","0.0","556.4"
"UT","2021-22","2022-06-25","All","All","AI/AN, non-Hispanic","Observed","12.4","556.4"
"UT","2021-22","2022-06-18","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-06-11","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-06-04","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-05-28","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-05-21","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-05-14","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-05-07","All","All","AI/AN, non-Hispanic","Observed","0.0","544.0"
"UT","2021-22","2022-04-30","All","All","AI/AN, non-Hispanic","Observed","12.4","544.0"
"UT","2021-22","2022-04-23","All","All","AI/AN, non-Hispanic","Observed","0.0","531.7"
"UT","2021-22","2022-04-16","All","All","AI/AN, non-Hispanic","Observed","0.0","531.7"
"UT","2021-22","2022-04-09","All","All","AI/AN, non-Hispanic","Observed","0.0","531.7"
"UT","2021-22","2022-04-02","All","All","AI/AN, non-Hispanic","Observed","12.4","531.7"
"UT","2021-22","2022-03-26","All","All","AI/AN, non-Hispanic","Observed","0.0","519.3"
"UT","2021-22","2022-03-19","All","All","AI/AN, non-Hispanic","Observed","0.0","519.3"
"UT","2021-22","2022-03-12","All","All","AI/AN, non-Hispanic","Observed","37.1","519.3"
"UT","2021-22","2022-03-05","All","All","AI/AN, non-Hispanic","Observed","0.0","482.2"
"UT","2021-22","2022-02-26","All","All","AI/AN, non-Hispanic","Observed","12.4","482.2"
"UT","2021-22","2022-02-19","All","All","AI/AN, non-Hispanic","Observed","24.7","469.8"
"UT","2021-22","2022-02-12","All","All","AI/AN, non-Hispanic","Observed","12.4","445.1"
"UT","2021-22","2022-02-05","All","All","AI/AN, non-Hispanic","Observed","12.4","432.7"
"UT","2021-22","2022-01-29","All","All","AI/AN, non-Hispanic","Observed","12.4","420.4"
"UT","2021-22","2022-01-22","All","All","AI/AN, non-Hispanic","Observed","61.8","408.0"
"UT","2021-22","2022-01-15","All","All","AI/AN, non-Hispanic","Observed","37.1","346.2"
"UT","2021-22","2022-01-08","All","All","AI/AN, non-Hispanic","Observed","37.1","309.1"
"UT","2021-22","2022-01-01","All","All","AI/AN, non-Hispanic","Observed","0.0","272.0"
"UT","2021-22","2021-12-25","All","All","AI/AN, non-Hispanic","Observed","24.7","272.0"
"UT","2021-22","2021-12-18","All","All","AI/AN, non-Hispanic","Observed","24.7","247.3"
"UT","2021-22","2021-12-11","All","All","AI/AN, non-Hispanic","Observed","24.7","222.6"
"UT","2021-22","2021-12-04","All","All","AI/AN, non-Hispanic","Observed","37.1","197.8"
"UT","2021-22","2021-11-27","All","All","AI/AN, non-Hispanic","Observed","0.0","160.7"
"UT","2021-22","2021-11-20","All","All","AI/AN, non-Hispanic","Observed","12.4","160.7"
"UT","2021-22","2021-11-13","All","All","AI/AN, non-Hispanic","Observed","0.0","148.4"
"UT","2021-22","2021-11-06","All","All","AI/AN, non-Hispanic","Observed","24.7","148.4"
"UT","2021-22","2021-10-30","All","All","AI/AN, non-Hispanic","Observed","49.5","123.6"
"UT","2021-22","2021-10-23","All","All","AI/AN, non-Hispanic","Observed","0.0","74.2"
"UT","2021-22","2021-10-16","All","All","AI/AN, non-Hispanic","Observed","61.8","74.2"
"UT","2021-22","2021-10-09","All","All","AI/AN, non-Hispanic","Observed","12.4","12.4"
"UT","2021-22","2022-10-01","All","All","Black, non-Hispanic","Observed","9.2","504.0"
"UT","2021-22","2022-09-24","All","All","Black, non-Hispanic","Observed","4.6","494.8"
"UT","2021-22","2022-09-17","All","All","Black, non-Hispanic","Observed","18.3","490.3"
"UT","2021-22","2022-09-10","All","All","Black, non-Hispanic","Observed","0.0","471.9"
"UT","2021-22","2022-09-03","All","All","Black, non-Hispanic","Observed","0.0","471.9"
"UT","2021-22","2022-08-27","All","All","Black, non-Hispanic","Observed","4.6","471.9"
"UT","2021-22","2022-08-20","All","All","Black, non-Hispanic","Observed","0.0","467.4"
"UT","2021-22","2022-08-13","All","All","Black, non-Hispanic","Observed","4.6","467.4"
"UT","2021-22","2022-08-06","All","All","Black, non-Hispanic","Observed","4.6","462.8"
"UT","2021-22","2022-07-30","All","All","Black, non-Hispanic","Observed","0.0","458.2"
"UT","2021-22","2022-07-23","All","All","Black, non-Hispanic","Observed","4.6","458.2"
"UT","2021-22","2022-07-16","All","All","Black, non-Hispanic","Observed","9.2","453.6"
"UT","2021-22","2022-07-09","All","All","Black, non-Hispanic","Observed","4.6","444.4"
"UT","2021-22","2022-07-02","All","All","Black, non-Hispanic","Observed","4.6","439.9"
"UT","2021-22","2022-06-25","All","All","Black, non-Hispanic","Observed","13.7","435.3"
"UT","2021-22","2022-06-18","All","All","Black, non-Hispanic","Observed","4.6","421.5"
"UT","2021-22","2022-06-11","All","All","Black, non-Hispanic","Observed","13.7","417.0"
"UT","2021-22","2022-06-04","All","All","Black, non-Hispanic","Observed","9.2","403.2"
"UT","2021-22","2022-05-28","All","All","Black, non-Hispanic","Observed","9.2","394.0"
"UT","2021-22","2022-05-21","All","All","Black, non-Hispanic","Observed","9.2","384.9"
"UT","2021-22","2022-05-14","All","All","Black, non-Hispanic","Observed","0.0","375.7"
"UT","2021-22","2022-05-07","All","All","Black, non-Hispanic","Observed","0.0","375.7"
"UT","2021-22","2022-04-30","All","All","Black, non-Hispanic","Observed","4.6","375.7"
"UT","2021-22","2022-04-23","All","All","Black, non-Hispanic","Observed","0.0","371.1"
"UT","2021-22","2022-04-16","All","All","Black, non-Hispanic","Observed","0.0","371.1"
"UT","2021-22","2022-04-09","All","All","Black, non-Hispanic","Observed","0.0","371.1"
"UT","2021-22","2022-04-02","All","All","Black, non-Hispanic","Observed","4.6","371.1"
"UT","2021-22","2022-03-26","All","All","Black, non-Hispanic","Observed","0.0","366.6"
"UT","2021-22","2022-03-19","All","All","Black, non-Hispanic","Observed","4.6","366.6"
"UT","2021-22","2022-03-12","All","All","Black, non-Hispanic","Observed","0.0","362.0"
"UT","2021-22","2022-03-05","All","All","Black, non-Hispanic","Observed","4.6","362.0"
"UT","2021-22","2022-02-26","All","All","Black, non-Hispanic","Observed","4.6","357.4"
"UT","2021-22","2022-02-19","All","All","Black, non-Hispanic","Observed","0.0","352.8"
"UT","2021-22","2022-02-12","All","All","Black, non-Hispanic","Observed","22.9","352.8"
"UT","2021-22","2022-02-05","All","All","Black, non-Hispanic","Observed","22.9","329.9"
"UT","2021-22","2022-01-29","All","All","Black, non-Hispanic","Observed","27.5","307.0"
"UT","2021-22","2022-01-22","All","All","Black, non-Hispanic","Observed","59.6","279.5"
"UT","2021-22","2022-01-15","All","All","Black, non-Hispanic","Observed","36.7","219.9"
"UT","2021-22","2022-01-08","All","All","Black, non-Hispanic","Observed","32.1","183.3"
"UT","2021-22","2022-01-01","All","All","Black, non-Hispanic","Observed","18.3","151.2"
"UT","2021-22","2021-12-25","All","All","Black, non-Hispanic","Observed","9.2","132.9"
"UT","2021-22","2021-12-18","All","All","Black, non-Hispanic","Observed","0.0","123.7"
"UT","2021-22","2021-12-11","All","All","Black, non-Hispanic","Observed","32.1","123.7"
"UT","2021-22","2021-12-04","All","All","Black, non-Hispanic","Observed","13.7","91.6"
"UT","2021-22","2021-11-27","All","All","Black, non-Hispanic","Observed","4.6","77.9"
"UT","2021-22","2021-11-20","All","All","Black, non-Hispanic","Observed","4.6","73.3"
"UT","2021-22","2021-11-13","All","All","Black, non-Hispanic","Observed","22.9","68.7"
"UT","2021-22","2021-11-06","All","All","Black, non-Hispanic","Observed","9.2","45.8"
"UT","2021-22","2021-10-30","All","All","Black, non-Hispanic","Observed","22.9","36.7"
"UT","2021-22","2021-10-23","All","All","Black, non-Hispanic","Observed","0.0","13.7"
"UT","2021-22","2021-10-16","All","All","Black, non-Hispanic","Observed","9.2","13.7"
"UT","2021-22","2021-10-09","All","All","Black, non-Hispanic","Observed","4.6","4.6"
"UT","2021-22","2022-10-01","All","All","White, non-Hispanic","Observed","4.1","395.0"
"UT","2021-22","2022-09-24","All","All","White, non-Hispanic","Observed","2.9","390.9"
"UT","2021-22","2022-09-17","All","All","White, non-Hispanic","Observed","4.6","388.0"
"UT","2021-22","2022-09-10","All","All","White, non-Hispanic","Observed","3.6","383.4"
"UT","2021-22","2022-09-03","All","All","White, non-Hispanic","Observed","3.8","379.7"
"UT","2021-22","2022-08-27","All","All","White, non-Hispanic","Observed","4.2","376.0"
"UT","2021-22","2022-08-20","All","All","White, non-Hispanic","Observed","4.4","371.7"
"UT","2021-22","2022-08-13","All","All","White, non-Hispanic","Observed","6.2","367.4"
"UT","2021-22","2022-08-06","All","All","White, non-Hispanic","Observed","6.2","361.2"
"UT","2021-22","2022-07-30","All","All","White, non-Hispanic","Observed","6.5","355.0"
"UT","2021-22","2022-07-23","All","All","White, non-Hispanic","Observed","7.4","348.5"
"UT","2021-22","2022-07-16","All","All","White, non-Hispanic","Observed","4.7","341.1"
"UT","2021-22","2022-07-09","All","All","White, non-Hispanic","Observed","8.0","336.4"
"UT","2021-22","2022-07-02","All","All","White, non-Hispanic","Observed","12.8","328.4"
"UT","2021-22","2022-06-25","All","All","White, non-Hispanic","Observed","7.7","315.6"
"UT","2021-22","2022-06-18","All","All","White, non-Hispanic","Observed","7.4","307.8"
"UT","2021-22","2022-06-11","All","All","White, non-Hispanic","Observed","8.6","300.5"
"UT","2021-22","2022-06-04","All","All","White, non-Hispanic","Observed","5.9","291.9"
"UT","2021-22","2022-05-28","All","All","White, non-Hispanic","Observed","5.1","285.9"
"UT","2021-22","2022-05-21","All","All","White, non-Hispanic","Observed","5.6","280.8"
"UT","2021-22","2022-05-14","All","All","White, non-Hispanic","Observed","3.9","275.3"
"UT","2021-22","2022-05-07","All","All","White, non-Hispanic","Observed","3.0","271.4"
"UT","2021-22","2022-04-30","All","All","White, non-Hispanic","Observed","2.9","268.4"
"UT","2021-22","2022-04-23","All","All","White, non-Hispanic","Observed","1.8","265.5"
"UT","2021-22","2022-04-16","All","All","White, non-Hispanic","Observed","1.2","263.7"
"UT","2021-22","2022-04-09","All","All","White, non-Hispanic","Observed","1.3","262.4"
"UT","2021-22","2022-04-02","All","All","White, non-Hispanic","Observed","1.2","261.1"
"UT","2021-22","2022-03-26","All","All","White, non-Hispanic","Observed","1.9","259.9"
"UT","2021-22","2022-03-19","All","All","White, non-Hispanic","Observed","2.1","258.0"
"UT","2021-22","2022-03-12","All","All","White, non-Hispanic","Observed","3.3","255.9"
"UT","2021-22","2022-03-05","All","All","White, non-Hispanic","Observed","4.7","252.6"
"UT","2021-22","2022-02-26","All","All","White, non-Hispanic","Observed","6.3","247.9"
"UT","2021-22","2022-02-19","All","All","White, non-Hispanic","Observed","8.2","241.6"
"UT","2021-22","2022-02-12","All","All","White, non-Hispanic","Observed","13.1","233.4"
"UT","2021-22","2022-02-05","All","All","White, non-Hispanic","Observed","17.3","220.3"
"UT","2021-22","2022-01-29","All","All","White, non-Hispanic","Observed","22.3","203.0"
"UT","2021-22","2022-01-22","All","All","White, non-Hispanic","Observed","26.8","180.7"
"UT","2021-22","2022-01-15","All","All","White, non-Hispanic","Observed","22.0","154.0"
"UT","2021-22","2022-01-08","All","All","White, non-Hispanic","Observed","19.0","131.9"
"UT","2021-22","2022-01-01","All","All","White, non-Hispanic","Observed","9.1","112.9"
"UT","2021-22","2021-12-25","All","All","White, non-Hispanic","Observed","5.9","103.9"
"UT","2021-22","2021-12-18","All","All","White, non-Hispanic","Observed","7.9","97.9"
"UT","2021-22","2021-12-11","All","All","White, non-Hispanic","Observed","8.7","90.1"
"UT","2021-22","2021-12-04","All","All","White, non-Hispanic","Observed","11.5","81.3"
"UT","2021-22","2021-11-27","All","All","White, non-Hispanic","Observed","8.2","69.8"
"UT","2021-22","2021-11-20","All","All","White, non-Hispanic","Observed","7.6","61.6"
"UT","2021-22","2021-11-13","All","All","White, non-Hispanic","Observed","8.2","54.0"
"UT","2021-22","2021-11-06","All","All","White, non-Hispanic","Observed","9.2","45.8"
"UT","2021-22","2021-10-30","All","All","White, non-Hispanic","Observed","9.1","36.6"
"UT","2021-22","2021-10-23","All","All","White, non-Hispanic","Observed","9.6","27.5"
"UT","2021-22","2021-10-16","All","All","White, non-Hispanic","Observed","9.1","17.9"
"UT","2021-22","2021-10-09","All","All","White, non-Hispanic","Observed","8.8","8.8"
"UT","2021-22","2022-10-01","≥18 years (Adults)","All","All","Observed","4.3","495.4"
"UT","2021-22","2022-09-24","≥18 years (Adults)","All","All","Observed","3.5","491.1"
"UT","2021-22","2022-09-17","≥18 years (Adults)","All","All","Observed","4.3","487.6"
"UT","2021-22","2022-09-10","≥18 years (Adults)","All","All","Observed","4.1","483.3"
"UT","2021-22","2022-09-03","≥18 years (Adults)","All","All","Observed","4.2","479.2"
"UT","2021-22","2022-08-27","≥18 years (Adults)","All","All","Observed","5.1","475.0"
"UT","2021-22","2022-08-20","≥18 years (Adults)","All","All","Observed","4.5","469.8"
"UT","2021-22","2022-08-13","≥18 years (Adults)","All","All","Observed","6.6","465.3"
"UT","2021-22","2022-08-06","≥18 years (Adults)","All","All","Observed","6.6","458.7"
"UT","2021-22","2022-07-30","≥18 years (Adults)","All","All","Observed","7.8","452.1"
"UT","2021-22","2022-07-23","≥18 years (Adults)","All","All","Observed","9.3","444.3"
"UT","2021-22","2022-07-16","≥18 years (Adults)","All","All","Observed","5.9","434.9"
"UT","2021-22","2022-07-09","≥18 years (Adults)","All","All","Observed","9.4","429.0"
"UT","2021-22","2022-07-02","≥18 years (Adults)","All","All","Observed","12.7","419.6"
"UT","2021-22","2022-06-25","≥18 years (Adults)","All","All","Observed","9.2","406.8"
"UT","2021-22","2022-06-18","≥18 years (Adults)","All","All","Observed","8.2","397.6"
